Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,Frequency,R_Score,F_Score,M_Score,RFM_Score,CLV_Proxy,CLV_Enriched,AvgBasketSize,DigitalEngagement,DealSensitivity,CampaignEngagement,HasChildren,CustomerSeniority
39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,57,2249,0,0,1,0,0,1,0,0,0,0,36,18,0,7,1,1,1,3,5.842596709648733,7.617197965363041,5.142857142857143,4,0.2857142857142857,0,1,6.161643835616438
21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,31,2241,0,0,1,0,0,0,0,1,0,0,57,23,1,8,5,2,2,9,9.28380187416332,22.02204165499206,7.125,10,0.25,1,1,6.13972602739726
60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,49,2301,0,0,1,0,0,0,0,0,0,1,492,458,0,18,2,4,3,9,78.04432855280314,139.79046399227718,27.333333333333332,12,0.1111111111111111,0,1,6.304109589041096
22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,57,2596,0,1,0,0,0,0,0,1,0,0,120,78,0,8,2,2,2,6,16.87211093990755,25.06441850692397,15.0,11,0.125,0,0,7.112328767123287
81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,71,2394,0,1,0,0,0,0,0,0,1,0,961,914,0,25,5,5,4,14,146.51837928153716,454.0452101202815,38.44,4,0.04,0,0,6.558904109589041
43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,68,2814,0,0,0,1,0,0,0,1,0,0,225,210,0,16,3,3,3,9,29.184434968017058,59.86339820078105,14.0625,12,0.375,0,1,7.7095890410958905
54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,42,2644,0,0,1,0,0,0,0,0,0,1,677,559,0,21,3,4,4,11,93.45877458396369,198.11416064028387,32.23809523809524,11,0.09523809523809523,0,1,7.243835616438356
79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,38,2609,0,1,0,0,0,0,0,1,0,0,1661,1550,1,19,4,4,5,13,232.37447297815257,568.5723538972132,87.42105263157895,7,0.05263157894736842,1,0,7.147945205479452
15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,50,2489,0,1,0,0,0,1,0,0,0,0,47,30,0,8,4,2,2,8,6.892326235435918,14.119797298387745,5.875,7,0.25,0,0,6.8191780821917805
87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,61,2562,0,0,0,1,0,0,0,1,0,0,1924,1891,4,20,2,4,5,11,274.1061670569867,555.745907415751,96.2,11,0.05,4,1,7.019178082191781
33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,42,2452,0,1,0,0,0,0,0,1,0,0,66,54,0,7,5,1,2,8,9.82463295269168,22.386408184427836,9.428571428571429,7,0.14285714285714285,0,1,6.717808219178083
81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,40,2537,0,0,1,0,0,0,0,1,0,0,1534,1496,0,19,2,4,5,11,220.69767441860463,395.35834275693657,80.73684210526316,8,0.0,0,0,6.950684931506849
71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,49,2528,0,0,0,1,0,0,0,0,1,0,758,721,0,26,5,5,4,14,109.44224683544303,329.9463932079107,29.153846153846153,12,0.07692307692307693,0,1,6.926027397260274
62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,50,2324,0,1,0,0,0,1,0,0,0,0,806,723,0,26,5,5,4,14,126.58777969018932,379.584920776431,31.0,10,0.19230769230769232,0,1,6.367123287671233
48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,57,2395,1,0,0,0,0,0,0,0,0,1,307,283,0,15,5,3,3,11,46.78705636743215,120.47914303495213,20.466666666666665,6,0.2,0,1,6.561643835616438
52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,70,2181,0,0,0,1,0,0,0,0,0,1,225,185,0,12,3,3,3,9,37.65474552957359,72.97431304180928,18.75,7,0.16666666666666666,0,1,5.975342465753425
66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,58,2730,0,0,1,0,0,0,0,1,0,0,1023,981,0,19,1,4,4,9,136.77472527472528,235.05846608172192,53.8421052631579,12,0.21052631578947367,0,1,7.47945205479452
29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,69,2454,0,0,0,1,0,0,0,0,1,0,10,9,0,4,2,1,1,4,1.487367563162184,2.266165378123074,2.5,6,0.25,0,1,6.723287671232876
47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,41,2518,0,0,1,0,0,0,0,1,0,0,17,13,0,4,3,1,1,5,2.4642573471008737,4.217081224719254,4.25,7,0.25,0,1,6.898630136986301
38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,50,2728,0,0,0,1,0,0,0,1,0,0,16,15,0,4,5,1,1,7,2.1407624633431084,4.230733992037954,4.0,8,0.25,0,1,7.473972602739726
44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,46,2814,0,1,0,0,0,0,0,1,0,0,263,157,0,16,4,3,3,10,34.1133617626155,81.32074117148744,16.4375,11,0.3125,0,1,7.7095890410958905
38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,52,2312,0,1,0,0,0,0,0,0,0,1,37,36,0,6,3,1,1,5,5.841262975778546,9.412981915396013,6.166666666666667,8,0.3333333333333333,0,1,6.3342465753424655
38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,42,2448,0,0,1,0,0,1,0,0,0,0,153,129,0,11,3,2,2,7,22.8125,45.14270613107823,13.909090909090908,12,0.2727272727272727,0,1,6.706849315068493
64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,50,2491,0,0,0,1,0,0,0,0,0,1,259,239,0,12,4,3,3,10,37.95062224006423,83.84439797223493,21.583333333333332,10,0.08333333333333333,0,1,6.824657534246575
36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,39,2429,0,1,0,0,0,0,0,0,1,0,62,62,0,7,3,1,2,6,9.316591189790037,15.538594655275842,8.857142857142858,10,0.2857142857142857,0,1,6.654794520547945
61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,43,2673,0,1,0,0,0,0,0,0,0,1,1206,1182,3,21,4,4,5,13,164.68013468013467,423.36372890284093,57.42857142857143,11,0.14285714285714285,3,1,7.323287671232877
51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,52,2248,0,1,0,0,0,0,0,1,0,0,152,122,0,11,5,2,2,9,24.679715302491104,58.85564241270606,13.818181818181818,11,0.2727272727272727,0,1,6.158904109589041
13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,50,2469,0,1,0,0,0,0,0,1,0,0,42,35,0,10,3,2,1,6,6.2089914945321985,11.595368189225036,4.2,11,0.4,0,1,6.764383561643836
47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,54,2445,0,0,0,1,0,0,0,0,0,1,67,59,0,8,4,2,2,8,10.002044989775051,19.05252121730934,8.375,7,0.25,0,1,6.698630136986301
54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,64,2514,0,0,0,1,0,0,0,0,1,0,223,219,0,16,1,3,3,7,32.376690533015115,50.70598914343711,13.9375,11,0.375,0,1,6.887671232876713
45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,46,2755,0,1,0,0,0,0,0,0,0,1,213,211,1,15,2,3,3,8,28.219600725952812,51.52049256333221,14.2,9,0.3333333333333333,1,1,7.5479452054794525
40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,69,2627,0,0,0,1,0,0,0,1,0,0,345,246,0,20,2,4,3,9,47.934906737723644,91.51209468110876,17.25,15,0.35,0,1,7.197260273972603
47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,53,2411,0,0,0,1,0,1,0,0,0,0,37,27,0,5,3,1,1,5,5.601410203235172,9.094890139713767,7.4,9,0.2,0,1,6.605479452054794
27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,69,2599,0,1,0,0,0,0,0,0,1,0,91,39,0,7,3,1,2,6,12.779915352058485,21.164764677475294,13.0,9,0.14285714285714285,0,0,7.120547945205479
39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,37,2246,0,0,0,1,0,0,0,1,0,0,53,51,0,7,2,1,2,5,8.613089937666963,13.555955504432381,7.571428571428571,8,0.2857142857142857,0,1,6.153424657534247
26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,49,2231,0,0,0,1,0,1,0,0,0,0,54,45,0,11,5,2,2,9,8.834603316898251,21.068567740932828,4.909090909090909,6,0.36363636363636365,0,1,6.112328767123287
79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1,65,2803,0,0,0,0,1,0,0,1,0,0,1643,1419,3,22,2,4,5,11,213.94755618979664,434.4788873058003,74.68181818181819,8,0.045454545454545456,3,0,7.67945205479452
61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,59,2447,0,1,0,0,0,0,0,0,1,0,600,589,0,20,2,4,4,10,89.49734368614631,164.23614021051796,30.0,6,0.1,0,1,6.704109589041096
53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,65,2202,0,0,0,1,0,0,0,1,0,0,443,413,1,18,5,4,3,12,73.43097184377838,204.13016697187535,24.61111111111111,14,0.16666666666666666,1,1,6.032876712328767
24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,61,2472,0,0,0,1,0,0,0,1,0,0,33,11,0,6,1,1,1,3,4.872572815533981,5.832894307719326,5.5,5,0.16666666666666666,0,0,6.772602739726027
39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,36,2784,0,0,1,0,0,0,0,0,0,1,64,47,0,7,3,1,2,6,8.39080459770115,15.472825015727986,9.142857142857142,9,0.2857142857142857,0,1,7.627397260273972
92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1,45,2723,0,1,0,0,0,0,0,0,1,0,2066,2046,2,21,4,4,5,13,276.93352919574,720.2743799049174,98.38095238095238,7,0.0,2,0,7.46027397260274
69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,55,2390,0,0,1,0,0,0,0,0,1,0,1313,1148,0,20,1,4,5,10,200.52092050209205,308.62416517023894,65.65,4,0.05,0,0,6.5479452054794525
33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,43,2309,0,0,0,1,0,0,0,1,0,0,33,17,0,5,5,1,1,7,5.216543958423561,11.116863234864587,6.6,5,0.2,0,1,6.326027397260274
59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,48,2450,0,1,0,0,0,0,0,0,0,1,382,382,0,15,3,3,3,9,56.910204081632656,117.08235079796543,25.466666666666665,4,0.06666666666666667,0,0,6.712328767123288
17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,45,2442,0,0,0,1,0,0,0,0,1,0,39,9,0,9,5,2,1,8,5.829238329238329,13.244160939721194,4.333333333333333,10,0.3333333333333333,0,1,6.69041095890411
23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,51,2770,1,0,0,0,0,0,0,1,0,0,54,41,0,6,1,1,2,4,7.115523465703971,9.664542325276102,9.0,9,0.16666666666666666,0,1,7.589041095890411
42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,51,2412,0,1,0,0,0,0,0,0,1,0,28,26,0,6,4,1,1,6,4.23714759535655,8.68132518832507,4.666666666666667,9,0.3333333333333333,0,1,6.608219178082192
26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,42,2549,0,1,0,0,0,1,0,0,0,0,48,33,0,9,4,2,2,8,6.87328364064339,13.349379643138251,5.333333333333333,8,0.3333333333333333,0,1,6.983561643835617
31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,39,2840,0,0,0,1,0,0,0,1,0,0,75,71,0,10,3,2,2,7,9.639084507042254,16.921042640621746,7.5,11,0.3,0,1,7.780821917808219
30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,59,2652,0,0,1,0,0,0,0,1,0,0,38,34,0,5,4,1,1,6,5.2300150829562595,10.084088278342724,7.6,8,0.2,0,1,7.265753424657534
62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,60,2826,0,0,0,1,0,0,0,1,0,0,720,621,0,23,1,5,4,10,92.99363057324841,165.80259714610185,31.304347826086957,10,0.13043478260869565,0,1,7.742465753424658
72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,65,2444,0,0,1,0,0,0,0,1,0,0,1097,1043,0,17,2,3,4,9,163.83183306055648,274.7848926597071,64.52941176470588,4,0.058823529411764705,0,0,6.695890410958904
61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,72,2726,0,1,0,0,0,0,0,0,0,1,545,496,0,20,2,4,3,9,72.97322083639031,139.31251250583603,27.25,10,0.15,0,1,7.468493150684932
49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,54,2678,0,0,0,1,0,0,0,0,1,0,115,101,0,11,2,2,2,6,15.674010455563852,24.05778348993522,10.454545454545455,10,0.36363636363636365,0,1,7.336986301369863
21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1,34,2706,0,0,1,0,0,0,0,0,1,0,149,85,0,12,5,3,2,10,20.097930524759793,47.51836286861813,12.416666666666666,15,0.3333333333333333,0,1,7.413698630136986
42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,47,2297,0,0,0,0,1,0,0,1,0,0,63,59,0,7,1,1,2,4,10.01088376142795,11.640562513288314,9.0,6,0.2857142857142857,0,1,6.293150684931507
26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,64,2634,1,0,0,0,0,0,0,1,0,0,27,26,0,5,2,1,1,4,3.7414578587699316,5.7796163681632775,5.4,8,0.2,0,1,7.2164383561643834
30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,45,2770,0,1,0,0,0,0,1,0,0,0,34,23,0,6,4,1,1,6,4.48014440433213,9.024486320683113,5.666666666666667,8,0.3333333333333333,0,1,7.589041095890411
81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,55,2212,0,1,0,0,0,0,0,1,0,0,1171,1149,1,18,1,4,5,10,193.2255877034358,315.6426443245695,65.05555555555556,9,0.05555555555555555,1,0,6.06027397260274
26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,51,2473,0,0,1,0,0,0,0,0,1,0,228,188,0,12,2,3,3,8,33.65143550343712,53.91186049646257,19.0,9,0.16666666666666666,0,0,6.7753424657534245
45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,76,2505,0,0,0,0,1,0,0,0,1,0,256,246,0,12,1,3,3,7,37.30139720558882,52.04846121710068,21.333333333333332,6,0.08333333333333333,0,0,6.863013698630137
18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,47,2724,0,1,0,0,0,0,1,0,0,0,22,7,0,5,3,1,1,5,2.947870778267254,5.218499926009403,4.4,9,0.2,0,1,7.463013698630137
22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,53,2403,0,1,0,0,0,0,0,1,0,0,35,33,0,7,4,1,1,6,5.316271327507283,10.615059028379587,5.0,9,0.2857142857142857,0,1,6.583561643835616
48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,51,2756,0,0,1,0,0,0,0,0,0,1,841,800,0,25,2,5,4,11,111.38062409288825,222.39495062004937,33.64,11,0.12,0,0,7.550684931506849
45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,46,2497,0,1,0,0,0,0,0,1,0,0,349,325,0,18,1,4,3,8,51.0152182619143,80.41158434048508,19.38888888888889,13,0.2777777777777778,0,1,6.841095890410959
35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,55,2578,0,0,1,0,0,0,0,0,1,0,32,29,0,6,1,1,1,3,4.530643910007758,5.423575608503532,5.333333333333333,9,0.3333333333333333,0,1,7.063013698630137
54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,42,2627,0,0,0,0,1,0,0,1,0,0,32,22,0,5,4,1,1,6,4.446136277122193,8.372146675454896,6.4,5,0.2,0,1,7.197260273972603
30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,60,2840,0,1,0,0,0,0,0,0,1,0,300,274,0,17,5,3,3,11,38.556338028169016,104.33850460054195,17.647058823529413,3,0.29411764705882354,0,1,7.780821917808219
54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,59,2512,0,1,0,0,0,0,0,0,0,1,389,374,0,17,4,3,3,10,56.52269108280255,139.41467145159191,22.88235294117647,12,0.17647058823529413,0,1,6.882191780821918
31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,49,2509,0,0,1,0,0,0,0,1,0,0,63,31,0,6,1,1,2,4,9.165005978477481,11.182297639702147,10.5,9,0.16666666666666666,0,0,6.873972602739726
72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,71,2270,0,0,0,0,1,0,0,1,0,0,904,869,2,14,3,3,4,10,145.3568281938326,284.15774588420834,64.57142857142857,5,0.07142857142857142,2,0,6.219178082191781
36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,42,2342,0,0,1,0,0,1,0,0,0,0,31,29,0,5,3,1,1,5,4.83134073441503,8.062448808382515,6.2,8,0.2,0,1,6.416438356164384
72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,65,2550,0,1,0,0,0,1,0,0,0,0,874,767,1,21,3,4,4,11,125.10196078431373,270.8338432201633,41.61904761904762,9,0.047619047619047616,1,0,6.986301369863014
13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,44,2684,0,1,0,0,0,0,0,1,0,0,30,24,0,7,1,2,1,4,4.07973174366617,5.031381642999153,4.285714285714286,8,0.2857142857142857,0,1,7.353424657534247
84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,45,2550,0,0,1,0,0,0,0,1,0,0,1047,857,0,20,3,4,4,11,149.86470588235295,314.937669444099,52.35,11,0.05,0,1,6.986301369863014
70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,60,2805,0,0,0,1,0,0,0,1,0,0,1808,1791,0,34,4,5,5,14,235.26559714795007,723.4265131939551,53.1764705882353,18,0.20588235294117646,0,1,7.684931506849315
34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,43,2820,1,0,0,0,0,0,0,0,0,1,95,87,0,9,1,2,2,5,12.296099290780141,15.620696491552502,10.555555555555555,12,0.3333333333333333,0,1,7.726027397260274
28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,43,2717,0,0,1,0,0,0,0,1,0,0,188,185,0,12,2,3,3,8,25.255796834744206,39.80887873176736,15.666666666666666,13,0.25,0,1,7.443835616438356
69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,50,2381,0,1,0,0,0,0,0,0,0,1,1556,1526,0,25,3,5,5,13,238.53002939941203,590.5817500281426,62.24,15,0.08,0,1,6.523287671232877
65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,62,2175,0,0,0,1,0,0,0,0,0,1,909,855,0,14,3,3,4,10,152.5448275862069,310.46473718743175,64.92857142857143,4,0.07142857142857142,0,0,5.958904109589041
62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,50,2324,0,1,0,0,0,1,0,0,0,0,806,723,0,26,5,5,4,14,126.58777969018932,379.584920776431,31.0,10,0.19230769230769232,0,1,6.367123287671233
32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,60,2293,0,0,1,0,0,1,0,0,0,0,63,33,1,7,4,2,2,8,10.028347143480156,20.14150060529841,9.0,9,0.14285714285714285,1,0,6.282191780821917
83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,47,2596,0,0,1,0,0,0,0,1,0,0,1508,1429,0,21,5,4,5,14,212.02619414483823,592.8963624853545,71.80952380952381,9,0.047619047619047616,0,0,7.112328767123287
46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,58,2270,1,0,0,0,0,0,0,1,0,0,15,14,0,4,5,1,1,7,2.4118942731277535,5.192626500637975,3.75,8,0.25,0,1,6.219178082191781
84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,68,2549,0,0,1,0,0,0,0,1,0,0,1212,1049,0,32,2,5,5,12,173.5504119262456,385.25989962485806,37.875,14,0.03125,0,0,6.983561643835617
56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,58,2696,0,1,0,0,0,0,0,1,0,0,345,297,0,14,5,3,3,11,46.70808605341246,120.07829310982993,24.642857142857142,8,0.07142857142857142,0,1,7.3863013698630136
63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,70,2798,1,0,0,0,0,0,0,0,1,0,1408,1339,0,26,3,5,5,13,183.67405289492493,431.6793279806727,54.15384615384615,15,0.19230769230769232,0,1,7.6657534246575345
73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,49,2394,0,1,0,0,0,0,0,1,0,0,1106,1033,1,18,3,4,5,12,168.62573099415204,338.2813583955975,61.44444444444444,8,0.1111111111111111,1,1,6.558904109589041
63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,60,2791,0,0,0,1,0,0,0,1,0,0,846,687,0,26,2,5,4,11,110.6377642422071,215.1939600482675,32.53846153846154,6,0.15384615384615385,0,1,7.646575342465753
76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,72,2206,0,0,0,1,0,0,0,0,0,1,1322,1296,0,21,3,4,5,12,218.73526745240252,463.67560570600904,62.95238095238095,7,0.047619047619047616,0,0,6.043835616438356
62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,61,2705,1,0,0,0,0,0,0,0,0,1,1282,1257,0,23,4,5,5,14,172.98706099815158,431.79716001089,55.73913043478261,15,0.17391304347826086,0,1,7.410958904109589
45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,56,2577,0,0,1,0,0,0,0,1,0,0,342,198,1,15,4,3,3,10,48.44004656577415,117.47593158211235,22.8,10,0.13333333333333333,1,1,7.06027397260274
77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,73,2635,0,0,0,1,0,0,0,0,1,0,2105,1958,2,13,2,3,5,10,291.58444022770396,479.4670147037651,161.92307692307693,6,0.07692307692307693,2,0,7.219178082191781
46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,49,2474,0,1,0,0,0,0,0,0,0,1,224,213,0,17,3,3,3,9,33.04769603880356,66.14197093037498,13.176470588235293,9,0.4117647058823529,0,1,6.778082191780822
105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,50,2683,0,0,0,1,0,0,0,1,0,0,1517,1310,2,30,4,5,5,14,206.37532612746926,573.3132738509399,50.56666666666667,12,0.0,2,0,7.35068493150685
55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,50,2357,1,0,0,0,0,0,0,0,1,0,216,197,0,11,5,2,3,10,33.44929995757319,80.19345909490063,19.636363636363637,7,0.09090909090909091,0,1,6.457534246575342
78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,43,2196,0,1,0,0,0,0,0,0,1,0,1042,992,0,28,3,5,4,12,173.19216757741347,450.61697159676567,37.214285714285715,11,0.10714285714285714,0,1,6.016438356164383
66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,62,2445,0,0,0,1,0,0,0,1,0,0,453,307,0,17,4,3,3,10,67.62576687116565,162.0349593812285,26.647058823529413,12,0.11764705882352941,0,1,6.698630136986301
98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,60,2291,0,0,1,0,0,0,0,0,1,0,1970,1932,1,19,4,4,5,13,313.8585770405936,799.9449285624714,103.6842105263158,5,0.0,1,0,6.276712328767124
